review,mojo_name,mojo_year,rt_name,genre,release_year,stream_year
Feels both deeply rote and way overpacked with characters.,Ice Age: Collision Course,2016,Ice Age: Collision Course - Movie Reviews,"Kids & Family , Adventure , Animation , Comedy",2016,2016
A confused mishmash of plot elements featuring overwrought extraneous characters.,Ice Age: Collision Course,2016,Ice Age: Collision Course - Movie Reviews,"Kids & Family , Adventure , Animation , Comedy",2016,2016
"Ten years after its release, Twilight stands as a powerful, darkly stylish depiction of teen female desire.",Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
My hope is that the sequels are actual attempts at movies. The world doesn't need any more toothless cinema.,Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
"A deeply sincere, outright goofy vampire romance for the hot-not-to-trot abstinence set.",Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
"I've had mosquito bites that were more passionate than this undead, unrequited, and altogether unfun pseudo-romantic riff on Romeo and Juliet.",Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
"I watched Twilight in a cinema full of young girls who, when they weren't texting friends and guzzling soft drinks, giggled, sighed and exhaled with a passion that was not only endearing, but a measure of its emotional truth.",Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
"A sometimes girlie swirl of obsession that will delight fans, this faithful adaptation is after teenage blood, and will most likely hit a box office artery.",Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
"In a film of this kind a great deal depends on the chemistry between the lead actors, and here Twilight falls especially short.",Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
"Some will find it all too polite, but compared to rival blockbuster exercises in explosive CGI mayhem, its character-based index of longing and protectiveness at least provides a viable alternative moodscape.",Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
The two hormonal teenagers sizzle like sausages in a frying pan. The supernatural stunts don't disappoint. Neither does the deadpan wit.,Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
"It is, in its unworldly way, sweetly idealistic with a charm all of its own: a teen romance to get your teeth into.",Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
This is sexual-Gothic tripe of a high order. I am looking forward to the second instalment.,Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
"It gets a little silly, at times, particularly in the special-effects department, but Stewart and Pattinson are a quite mesmerising pair, and their twitchy, sidelong glances play out a duet of unspoken yearning that might just get under your skin.",Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
"Horror fans will find little to sink their teeth into, but it'll get tweenage hearts fluttering like orgasmic bats.",Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
"Twilight, a fantasy romance involving a self-loathing vampire and his sweet-blooded soul mate, is the kind of movie that gets pop culture addicts excited. Surrender to its daftness and you'll emerge covered in something very like a cold sweat.",Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
"I succumbed to the palpable chemistry between the leads, and remembered my own girlish fantasies with something of a head-spinning rush.",Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
The film's main problems stem from its uneven efforts to marry purple passion with black comedy.,Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
"Is there something darker: an unhealthy fascination with unwholesome relationships and bad boys, perhaps mixed with a Nightingale/Stockholm-syndrome desire to ""save"" them?",Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
I think this film is definitely a victim of its own expectations.,Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
"Unfortunately, it just didn't work.",Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
A darn good hunk of pop moviemaking.,Twilight,2008,Twilight - Movie Reviews,"Romance , Fantasy",2008,2015
"Signs is a tense experience; even the opening credits lunge at your throat with orchestral shrieks. It may one day reveal itself as a minor classic, a new Invasion of the Body Snatchers for the manufactured scare of its day.",Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
"It's the content that's to blame. Signs works on a confused storyboard. What's Shyamalan trying to say anyways? Nothing, or rather a bit too much.",Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
"Signs was the film that sparked the desire that led to the purchase of a camera, many short films, and a love of movies that hasn't left me to this day.",Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
"Excellent, but has some extreme tension and peril.",Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
"Individual sequences generate an eerie tension that's always deflated, creating a jarring stop-and-go rhythm, and the atmospheric trickery never strays beyond a lot of smoke and mirrors.",Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
"Shyamalan is technically a superb film-maker, for all that he's picked up most of his tricks from Spielberg and Hitchcock.",Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
"This talented and, at 32, very young director must now find new ideas -- maybe working with someone else's scripts. Because his film-making identity is in danger of fading.",Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
"A terrific suspense movie, overlaid with a faintly embarrassing tale of faith lost and perhaps regained.",Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
"Gibson is on top form, and there are some genuinely terrifying moments that will have you cowering behind your popcorn.",Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
This is the creepiest Hollywood thriller in a very long while and almost definitely this year's horror flick par excellence.,Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
A refreshing summer movie.,Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
"Shyamalan wants to be the metaphysical poet of movies, but he's dangerously close to becoming its O. Henry.",Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
,Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
"The same old same old: dull and recycled, with no surprises.",Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
"The movie is almost completely lacking in suspense, surprise and consistent emotional conviction.",Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
Sitting through the last reel (spoiler alert!) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his Halloween trip to the Haunted House.,Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
"Shyamalan manufactures real, honest-to-goodness, nail-gnawing suspense like cows make methane.",Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
Shyamalan fuses the fictional evidence of his extraterrestrials with the presumed righteousness of God in a way that will make no sense to anyone who has ever questioned either.,Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
Ultimately comes up short.,Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
One of the most effective movies so far at capturing a jittery nation's case of the yips.,Signs,2002,Signs - Movie Reviews,"Mystery & Thriller , Sci-Fi",2002,2016
"The truth is, the film is never again as good as its brilliant opening sequence.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"X-Men 2 remains a decent enough sci-fi effort, which delivers on most of the levels fans could expect. Too bad it's hampered by a plot that wouldn't get green-lit for an average episode of Buffy.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"X2 still feels like a prologue. No matter how much goes on, you feel like nothing has happened.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
The light tone and modest character development of X-Men have given way to an avalanche of digital effects and a bloated symphonic score.,X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"Fortunately, bigger usually equals better here, and when it doesn't, it equals just as good.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"Performances are solid throughout, with the actors managing to straight-face their way through some truly inane dialogue.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"There's little zest, less grace and, particularly in the writing, no creative spark to ignite the imagination.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"The plotting seems dangerously self-interested, being concerned almost exclusively with the survival of the mutants themselves, and, behind the succulent effects, the tone is oddly hectoring.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"Bigger and badder than No. 1, but still a blast.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"Bigger and more ambitious in every respect, from its action and visceral qualities to its themes.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"The emotional spectrum has widened, too, encompassing buoyant mirth and heroic tragedy.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"Bigger, brasher, sexier but much, much more confusing.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"It's a funny, profound and deeply moving moment, young Drake realizing that his life in the eyes of his parents will never live up to their more modest expectations.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
A great comic-book movie.,X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"During shooting, Singer constantly referred to The Empire Strikes Back as his template -- and, by jove, he's made a movie that's worthy of the comparison.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"Very smart, if way too long.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"Suffice to say that I was steadily engrossed and entertained and ultimately moved by a drama that is, in the end, more human than mutant.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"The best new addition to the corp is Alan Cumming's Nightcrawler. His pointy ears, yellow eyes, and blue skin make him the most creepily beautiful presence in the pageant.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"Best of all, this is a film which excites the eye without numbing the brain.",X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
A summer firecracker.,X2: X-Men United,2003,X2 - Movie Reviews,"Action , Adventure , Sci-Fi , Fantasy",2003,2013
"It's sort of overlong and overstuffed, but Rosa Salazar is quite good.",Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
"As spectacle, the film is aces. It welds Rodriguez's eccentric touch with action and special effects to Cameron's mastery of world-building.",Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
If only the story of Alita: Battle Angel had been as impressive as its technical achievements.,Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
"It suffers because like most of the Cameron stories, its not a deep story and unfortunately the special effects are really strong, but they are not revolutionary.",Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
"The ending is both daring and, when we finally see who is controlling that space city, all set up for a sequel.",Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
"A cyberpunk epic based on a popular manga with a strong pedigree behind the camera, should be an event movie, advertised and anticipated as one of the big films of the year.",Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
"Alita is powered by James Cameron's visionary world-building. But the last thing you want to use to sell something is ""written by James Cameron"".",Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
"For a film that is meant to be about a female character growing into herself, Alita: Battle Angel consistently denies her agency, resorting to men to shape her narrative.",Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
"It's goofy as hell and borderline inexcusable at times, but it's also kind of glorious.",Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
I loved watching this sci-fi spectacle's moving parts. I just couldn't get past its brain.,Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
"Attending the movies should not come with homework assignments, and if a film only works if you study its backstory in advance, there is something terribly wrong.",Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
A striking new female character is ready for action in a fantastic-looking movie. Cameron and Rodriguez were the right team to bring this story to life in such a kinetically entertaining fashion,Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
The world they have created is immersive and wildly imaginative and the action scenes are staged are dynamic and compelling. There's heart to it as well.,Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
"Basically, we're talking about a lot of human heads doing a lot of insulting and quipping and grunting and groaning while atop all manner of fighting cyborg bodies",Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
"Alita too often feels thin, despite a surfeit of heavy-hitting talent.",Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
It's more of a scavenger hunt than a movie.,Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
"Alita: Battle Angel wants to frame its futuristic Pinocchio narrative around a story of teenage romance, but the end result is a bunch of pixels falling in love with the first boy they meet. Next time, stick to the parts where you punch.",Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
"Ultimately, ""Alita"" seeks to create a semi-immersive experience (the 3D is impressive), but in the process plays like more like a video game than a movie, which is fine for about all of 10 minutes.",Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
"The visual bonanza cooked up by Rodriguez, cinematographer Bill Pope and editors Stephen E. Rivkin and Ian Silverstein is enough to power through any narrative bumps with quickly paced action and bleak, yet colorful, imagery.",Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
"True to its origins, Alita is a living cartoon of a film, which only makes its ridiculousness easier to absorb.",Alita: Battle Angel,2019,Alita: Battle Angel - Movie Reviews,"Fantasy , Animation , Adventure , Sci-Fi , Action",2019,2019
,The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
,The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
,The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
"As we move from city to desert to mountains, the action gets more frenetic and increasingly silly, which is no bad thing in a Mummy movie.",The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
"It's usually advisable to arrive for a film before it starts, but if you happen to be running late for this enjoyably brainless blockbuster, do not worry.",The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
"Overlong and overcrowded, this tired threequel soon has you yawning. John Hannah's cry: 'Die, you mummy b******s, die!' is the only line to raise a cheer.",The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
"The whole thing, despite its decent start and $100 million, looks a bit of a mess to me. An entertaining one, no doubt, for those who love the franchise, but a bore for those who don't much care but would have preferred a more well organised film",The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
"This reawakens but doesn't reinvigorate a franchise that was already curling at the edges seven years ago, with The Mummy Returns.",The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
"I can think of almost nothing good to say about the film, except that I enjoyed it immensely.",The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
"The Mummy franchise now really is dead, dead, dead. It is so dead, it could win gold at the Dead Olympics, establishing a new British and Commonwealth record in the 400m decomposition event.",The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
"It's no masterpiece, but for good-natured escapism, the latest Mummy adventure gives Indiana a run for his money.",The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
"Making the farcical tenor of the recent Indiana Jones film feel like a paragon of dramatic and archaeological integrity, this phoned-in action threequel doesn't even have the good grace to deliver on its title and feature any mummies",The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
"Competent, but so utterly bereft of any memorable moments that it becomes a bit of a bore.",The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
Screenwriters Alfred Gough and Miles Millar stuff Dragon Emperor with the same kind of disjointed details that almost ruined the jubilantly preposterous atmosphere of the conspiracy theory hokum in David Koepp's Crystal Skull screenplay.,The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
"I was never a fan of the first two, but those are masterpieces compared to this clunk 'o junk.",The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
"For a movie about the undead, this lacks any supernatural chills, and by the time its obligatory final showdown arrives, it seems as hollow as the terra cotta soldiers brought to life by CGI.",The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
The best news about this clangorous clunker is that it may well have vanquished the Mummy franchise.,The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
"Remarkably, the plot has much in common with Hellboy II: The Golden Army, yet that bundle of fun has enough vision to make even its Barry Manilow interlude seem appropriate.",The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
The story is no more than a thread stitching set pieces of increasing implausibility and ineptitude.,The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
"This Mummy movie is really two movies: a good adventure epic, with all the Chinese people, and a wan one, with O'Connells and the other the Westerners.",The Mummy: Tomb of the Dragon Emperor,2008,The Mummy: Tomb of the Dragon Emperor - Movie Reviews,"Action , Adventure , Fantasy",2008,2015
"Prometheus recaptures the essence of not only a beloved franchise, but also an admired yet complicated genre many filmmakers attempt but few successfully. In short, it shows the amateurs how it's really done.",Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
"Even if the movie's logic ultimately spirals down into a vortex of hysteria, horror and hokum, I enjoyed the bulldozer intensity of the climax, which barely keeps a lid on the crackpot cult movie that's wrestling for the soul of this... blockbuster.",Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
"With poise and great artistry, Scott crafts a world that combines high-tech science, primal beginnings, human frailty and sheer horror.",Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
The story is a lurching carnival of budget blasts.,Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
"Many walked into this movie expecting a science fiction thriller in the vein of Ridley Scott's original Alien. This, I feel, was a colossal mistake.",Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
Prometheus is scary only in the sum of instincts and talent for movie-making that have been lost.,Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
"Rather than trying to reinvent the franchise with new tricks, ""Prometheus"" wants to return us to that uncertain terror that loomed over the 1979 original.",Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
"The movie may be a scare show that leaves many questions unanswered, but Scott's craft earns an exhausted kind of respect.",Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
"While I was completely engrossed in 'Prometheus', I felt a tug-of-war going on between the cerebral and visceral elements, right up to the finale.",Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
"A movie that forces you to be intellectually invested, but not to the point of exhaustion and, in turn, delivers a remarkably enthralling experience.",Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
Brilliant. Epic. Haunting. Grotesque. Great.,Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
"The setup is familiar-the mysterious planet, the slick tunnels, the shocking bodily violation, the broken quarantine, etc. So why is there a gaping hole where the dread should be?",Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
"Prometheus tells a much bigger story and does it well, but it's missing what matters most. It's inorganic.",Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
"There's definite mastery here, but it's hardly a masterpiece.",Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
"Prometheus--like, in its telling, the human race itself--is a creation spliced from the DNA of superior forebears.",Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
"First, the good news: 'Prometheus' is a captivating experience, meant to be savored on the big screen. Ridley Scott's reputation as a master craftsman is well deserved and he offers up a big, impressive, eye-opening production.",Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
"Much like Rutger Hauer's turn as a replicant in Scott's Blade Runner, Fassbender's performance may launch Prometheus into the cult stratosphere.",Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
I'll say this much for it -- it's not boring.,Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
"Ridley Scott means to bring wonder and horror back to summertime spectacle, and Prometheus mostly succeeds in that regard. (Mostly.)",Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
"I don't mind that Prometheus raises big questions without ultimately answering them...I do mind that [it] has virtually nothing interesting, insightful or thoughtful to say about them.",Prometheus,2012,Prometheus - Movie Reviews,"Sci-Fi , Horror , Mystery & Thriller",2012,2013
Clark Gable sends a refreshing blast of cynicism through a narrative which otherwise would have been over-sweet.,Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
"""Gone With the Wind"" offers the kind of big, rich, opulent experience the movies are in a unique position to offer but seldom do.",Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
"If the story had been cut short and tidied up at the point marked by the interval, and if the personal drama had been made subservient to a cinematic treatment of the central theme, then Gone With the Wind might have been a really great film.",Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
"The film's subtle racism is insidious, going to great lengths to enshrine the myth that the Civil War wasn't fought over slavery - an institution the film unabashedly romanticizes.",Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
There has never been a picture like David O. Selznick's production of Gone With the Wind.,Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
No one watches Gone with the Wind for historical accuracy. What keeps us coming back is four-hours of epic romance in gorgeous Technicolor.,Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
"It's remarkable that after spending almost eight hours of my existence in front of this film, I can remember only two points vividly.",Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
"Boasts epic visuals (the civil war, Atlanta on fire etc) as sweeping as Max Steiner's score.",Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
"The performances of eternally glittering movie stars Vivien Leigh and Clark Gable ... exist in a league of their own, demanding rapt attention in scene after scene.",Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
"Ginormous in both scale and emotional wallop, MGM's epic is still a cinematic event to be savoured.",Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
Gone With the Wind endures and deepens with the passing of time because Scarlett and Rhett are as modern as its open ending.,Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
It's impossible not to be carried away by the rich arterial force of this storytelling.,Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
"One of the truly great films, destined for record-breaking boxoffice business everywhere.",Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
"A critic-proof movie if there ever was one: it isn't all that good, but somehow it's great.",Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
"What more can one say about this much-loved, much discussed blockbuster?",Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
"This is a film that never fights shy of clichés. Rather, it collects them all up in one glorious heap so you can cherry-pick those that appeal.",Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
The film that perhaps defines Hollywood.,Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
"'It' has arrived at last, and we cannot get over the shock of not being disappointed; we had almost been looking forward to that.",Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
As God is my witness ... it's back.,Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
"It could be -- and should be -- viewed from a dozen different perspectives, but it is, above all, a story about adapting to the most challenging circumstances possible.",Gone with the Wind,1939,Gone With the Wind - Movie Reviews,"Drama , History , Romance",1939,2016
"Mamma Mia: Here We Go Again blends kitsch and nostalgia delightfully, dressing it up in Greek shades of white and blue and vivid '70s style.",Mamma Mia! Here We Go Again,2018,Mamma Mia! Here We Go Again - Movie Reviews,"Musical , Comedy",2018,2018
"Ol Parker has managed the impossible by offering a sequel which is as impressive, if not better than the original.",Mamma Mia! Here We Go Again,2018,Mamma Mia! Here We Go Again - Movie Reviews,"Musical , Comedy",2018,2018
