review,mojo_name,mojo_year,rt_name,genre,release_year,stream_year
"Passengers, a fairy tale set aboard a luxury spaceliner, has billion-dollar ideas and five-cent guts.",Passengers,2016,Passengers - Movie Reviews,"Mystery & Thriller , Adventure , Romance , Sci-Fi",2016,2017
"At some point...it becomes clear that the filmmakers know they've got two of the most attractive, likable superstars in Hollywood in a no-win scenario where losing isn't an option.",Passengers,2016,Passengers - Movie Reviews,"Mystery & Thriller , Adventure , Romance , Sci-Fi",2016,2017
"If the filmmakers had delved into the direness of their situation and mined it for more than just a grand-scale lovers' spat in outer space, the movie might have been more than a sleek, well-designed curiosity.",Passengers,2016,Passengers - Movie Reviews,"Mystery & Thriller , Adventure , Romance , Sci-Fi",2016,2017
To say that Passengers is a disappointment does not quite capture the lazy surface-gloss inanity that defines so much of it.,Passengers,2016,Passengers - Movie Reviews,"Mystery & Thriller , Adventure , Romance , Sci-Fi",2016,2017
Derivative but perfectly watchable and rather luxurious ...,Passengers,2016,Passengers - Movie Reviews,"Mystery & Thriller , Adventure , Romance , Sci-Fi",2016,2017
"Disappointing at best, problematic at worst.",Passengers,2016,Passengers - Movie Reviews,"Mystery & Thriller , Adventure , Romance , Sci-Fi",2016,2017
The outer space setting is mere decoration for an insanely expensive variation on ancient rom-com templates.,Passengers,2016,Passengers - Movie Reviews,"Mystery & Thriller , Adventure , Romance , Sci-Fi",2016,2017
"Passengers is an odd movie but its central questions and dilemmas are compelling and there's enough here of substance for the impressions to linger. Problems aside, it's a journey worth taking.",Passengers,2016,Passengers - Movie Reviews,"Mystery & Thriller , Adventure , Romance , Sci-Fi",2016,2017
"Perhaps as a well-written play for a cast of three, ""Passengers"" might have been first class. Instead, it's just another mediocre thrill ride.",Passengers,2016,Passengers - Movie Reviews,"Mystery & Thriller , Adventure , Romance , Sci-Fi",2016,2017
"""Passengers"" is beautiful to look at, a pretty story about pretty people in a pretty (outer space) setting, but it cannot overcome the ick factor of its premise.",Passengers,2016,Passengers - Movie Reviews,"Mystery & Thriller , Adventure , Romance , Sci-Fi",2016,2017
"Once the special effects take over, Berg has little room to assert his personality (or tell a story, for that matter), and the movie feels like a chore.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"Riggins and Landry in the Navy, Peter Berg Does Michael Bay, Transformers-esque, Not Really Battleship; any of those titles are just as fitting if not more so than Battleship.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"Battleship is substantially less awful than it could have been. And for me, that may have been the biggest disappointment of all.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"If the movie is anything like the game, I say stay at home and read a good book (or graphic novel). Or listen to an audiobook - In short, do anything else.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
Big loud stupid dopey shameless cliched overbearing and did I mention stupid?,Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"I'm all for big, mindless, summer movie fun, but Battleship is so poorly written the dialogue alone could defeat the alien hordes if only they spoke English.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"One can be sure that heroic characters get what they want, bond with enemies, and earn respect.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"""Battleship"" doesn't sink, really. It just sits there booming endlessly as you look on aghast.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"It makes ""Top Gun"" look like the work of Orson Welles. At least the Tom Cruise movie remembered to cast actual actors.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"""Battleship"" is an invigorating blast of cinematic adrenaline.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"Finally, Hollywood has produced a movie for people who found the 'Transformers' series too intellectually challenging.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"A good, old-fashioned summer popcorn movie...and Rhianna is a hoot.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"It's loud, it's large, it's stupid, and its best gag involves a chicken burrito.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"Something of an earnest, two-hour infomercial that should do wonders for naval recruiting if not civilian entertainment.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
This is the kind of summer movie that softens your brain tissue without even providing the endocrine burst of pleasure that would make it all worthwhile.,Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"Mostly, Battleship is a noisy, overlong and numbing military-vs.-aliens saga with laughably bad dialogue.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"Battleship is dopey, preposterous and unintentionally hilarious in all the wrong places, but as directed by Peter Berg, it is also energetic, fast-moving and bracing.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"Most summer blockbusters are lumbering, exhausting exercises in endless payload delivery. ""Battleship"" is that rare $200 million movie with a twinkle in its eye.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"Like ""Transformers,"" which it rivals in relentlessness, ""Battleship"" comes with its own force field, a furious energy that renders criticism irrelevant.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"Well, it has aliens, for one thing.",Battleship,2012,Battleship - Movie Reviews,"Action , Adventure , Sci-Fi",2012,2015
"Loud, shiny, and critic-proof, this franchise launcher is basically Transformers minus the humanity.",G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
[Director] Sommers did the first two chaotic Mummy remakes; those play like Tender Mercies compared to this one.,G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
Basically Team America: World Police played straight and minus the political edge.,G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
"After a first hour that plays like a bad TV show, Sommers hits his groove with an over-the-top Paris chase sequence that, in turn, leads to an underwater finale that's absurdly overproduced, momentarily diverting, and then instantly forgettable.",G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
"Sometimes, a film defies conventional narrative and artistic standards so utterly that it seems unfair to judge it by them.... Consider this a tone poem in 40 scraps of dialogue.",G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
"It's just stupid and inept, which are not uncommon traits at the tail end of the summer movie season.",G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
"This pricey, juiceless pulp could never have been killed by critics, simply because it was already dead.",G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
"OK, it's seriously deficient in plot or acting. But in this genre, those two ingredients are as superfluous as canoes in a desert.",G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
"I could load you up with more plot details, but this mercilessly incoherent, galactically stupid movie left me too numb to type.",G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
"There's an expectation that the audience will be invested in the relationship between Duke and Ana, but the poor writing and lack of chemistry between the principals fails to sell the romance as anything more substantial than a weak plot element.",G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
"G.I. Joe is a loud but proficient slab of explode-o-rama summer blockbuster nonsense, perfectly entertaining if you like that sort of thing, extremely skippable if you don't.",G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
It's a strong rival for Star Trek among the summer's most purely exciting action films.,G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
"It is impossible to care for the Joes, so cursory is their characterisation, so bland are the actors. It is all so uninvolving, and for that the computer-generated effects are greatly to blame.",G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
The new G.I. Joe movie cost $175-million (U.S.) to make and is as cluttered as a nine-year-old's bedroom.,G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
"G.I. Joe is extremely light on plot and has a story that is 100% predictable. This is all, miraculously, to the film's benefit as breezy, good natured fluff.",G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
It is sure to be enjoyed by those whose movie appreciation is defined by the ability to discern that moving pictures and sound are being employed to depict violence.,G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
"Yo, Joe? How about I say no, Joe, and then call it a night?",G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
"I'll have forgotten most of it by Labor Day, but I was never bored.",G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
"Basically, the Joes are not bad, it's just that they could have been much better with a little less conversation, a little more action.",G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
G.I. Joe is like watching fireworks with a blindfold on: it's deafening and you feel under attack.,G.I. Joe: The Rise of Cobra,2009,G.I. Joe: The Rise of Cobra - Movie Reviews,"Action , Adventure",2009,2012
"For those with a burning curiosity to know how The Lord of the Rings as directed by Michael Bay might look, Wrath of the Titans provides an idea.",Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
"Amid the fast-moving chaos, it gets a little repetitive: there's so much volcanic action, so much fire and brimstone that all that heat might leave you cold.",Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
What it lacks are the very elements that made the first movie such a surprise: wit and nerve.,Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
"The problem with a film that uses CGI as a substitute for good writing is that virtually every picture that comes along nowadays has impressive visual effects; this has leveled the playing field, to say the least.",Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
"Next to Perseus and his world, John Carter is as colorful as Tony Stark and Barsoom is as colorful as Pandora.",Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
This feeble followup to 2010's godawful Clash of the Titans sucketh the mighty big one.,Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
"Worthington remains a distinctly humourless hero, which makes you long for the likes of a prime-time Harrison Ford or Arnold Schwarzenegger, who knew how to make a fondue out of cheese.",Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
"This is filmmaking without personality, a movie that doesn't just feel like watching someone else play a video game but like it was actually made by a computer program.",Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
So little plot and character that you'd be hard pressed to call this a 'film' in the strictest definition of the term.,Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
The new film is just about endurable. You won't want to watch it again. But you won't feel like scratching your eyes out while sitting through your first viewing.,Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
"The father of the gods turned out to be a CGI-created, lava-spewing, mountain-sized creature with smudgy features and all the eloquence of a belch.",Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
"A movie in which whole sequences consist of nothing but guys fighting stiff computer images. Such scenes would be boring even were they done well, but these scenes aren't done well.",Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
At least it doesn't take itself too seriously.,Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
"This big-budget production will probably look terrific in IMAX, but what you'll mostly see in ""Wrath"" is the spectacle of Hollywood spending money in all the wrong places.",Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
"The good news is: ""Wrath"" is a much better film than ""Clash"" - lighter, more agile, with much better special effects and pretty decent 3-D.",Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
"A journey back to an ancient time when gods walked the earth, monsters breathed fire and stout-hearted warriors wore adorable leather cheerleader skirts with strappy gladiator sandals.",Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
Doesn't drag in doling out familiar sensations.,Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
"A sprinkle of distinguished actors, lots of beefcake, mythical monsters, and dialogue so ear-crashingly awful it is a step down from scripted awards-show presenter banter.",Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
"Maybe it's just my imagination, but Sam Worthington seems to be getting slightly less stiff as an actor. He now smiles occasionally, and he's at least risen to the soulful inexpressiveness of the young Ryan O'Neal.",Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
"Countless boring sword-and-sandal skirmishes, none of which feel remotely suspenseful, until the hugeness of it all becomes a mildly passable joke.",Wrath of the Titans,2012,Wrath of the Titans - Movie Reviews,"Fantasy , Adventure , Action",2012,2012
"An off-brand superhero movie, the cinematic equivalent of one of those generic breakfast cereals with a badly drawn squirrel for a mascot.",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"The film's effects people perform many miracles, from draining the River Thames to ensuring that the Thing produces a convincing smile. But one thing they can't do is to make the unfailingly wholesome Mr Fantastic and friends worth worrying about.",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
Rise of the Silver Surfer is both relentlessly dull and curiously bombastic.,Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"The performances are plywooden, the cornball visual gags are groanworthy, and Tim Story still can't direct his way out a sack with a map.",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"It's funnier and splashier than the original, but I still can't quite recommend it.",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
The first movie's genesis story was more fun than the perfunctory doomsday scheme trotted out here.,Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"If you swept the cosmic dust of the superhero boom into a flimsy dustpan, you'd have the Fantastic Four franchise.",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"Many complaints were lobbed at Fantastic Four but no one ever suggested it was too smart. Yet it would seem that everyone came to the sequel, Fantastic Four: Rise Of The Silver Surfer, determined to dumb it down.",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"Peppier than the stale original from 2005, and it's sprinkled with more eye candy, but no one will mistake it for brain food.",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"As far as minor triumphs go, at least Story's disposable film is shrewd enough to understand, embrace, and then stay true to its iconic comic book source material's lighthearted spirit.",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"Fantastic Four: Rise of the Silver Surfer is more ambitious than its predecessor. It's also more cluttered and less fleet: The light, pleasingly casual quality of the first picture has evolved into something forced and metallic.",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"Fantastic Four: Rise of the Silver Surfer is a vast and significant improvement -- if not quite ""fantastic,"" then the next best thing: It does not suck.",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"For non comic book fans over the age of 13, Fantastic Four: Rise of the Silver Surfer is a tedious, incoherent bore. For comic book fans of any age, it is an atrocity.",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"If not exactly meriting the term ""fantastic"" yet, this second installment is a slight improvement over the first film. Things take off more quickly, Reed Richards is less dour and the villain is the Silver Surfer, cooler and more intruiging. The premise",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"Compared with its predecessor, the new movie contains less silliness to offend purists. At the same time, there isn't much to thrill anyone, either.",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
Rise of the Silver Surfer is an existentially and aesthetically unnecessary sequel to the equally irrelevant if depressingly successful Fantastic Four.,Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"Director Tim Story does the same sort of efficient, impersonal job he did on the first movie, keeping things at such a basic, almost childish level that it seems the movie is aimed squarely, if not exclusively, at the 12-and-under set.",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"In Fantastic Four: Rise of the Silver Surfer, our heroes get what they deserve: a decent action flick with a jolt of visual wow.",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"Unlike the recent spate of blackened threequels, those bottom-of-the-bag Spideys and Shreks and Pirates and Oceans, this kernel does pop.",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"Yes, the too-hot Alba is still miscast, and the film suffers from clumsy moments. But when it soars, it soars, and it is both blessedly brief and bloodless.",Fantastic 4: Rise of the Silver Surfer,2007,Fantastic Four: Rise of the Silver Surfer - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",2007,2016
"There's no movie that benefits more from the empathy, gentleness, vitality and joy [Robin Williams] brought to the screen.",Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
A woefully uneven retelling of the ''Peter Pan'' story.,Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
"For very much like Peter, it has clearly gotten harder for this director to break free of the lure of material things and believe in simple magic.",Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
''Hook'' never sets sail.,Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
"It's a lot of fun to watch - over two hours of thrills, spills, elaborate sets and special effects, all tied together by a pleasingly varied (and lighter than usual) musical score by John Williams.",Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
Spielberg's Neverland carries undeniable charm and depth. The problems start when we're asked to accept its two-dimensional residents as anything other than tourists on a forced march through its various nooks and crannies.,Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
"Young kids will love this stuff. You're always aware of the effects, though, because Spielberg hasn't integrated the matte shots, storybook backgrounds, and other technical devices into the story; they're held up for the audience to ooh and aah over.",Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
"Despite the cascade of wondrous special effects, massive battles between the kids and pirates and face-offs between Pan and Hook, the film doesn't truly take flight.",Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
"A good half hour too long, and badly in need of some scares, Hook is a huge party cake of a movie, with too much frosting. After the first delicious bite, sugar shock sets in.",Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
The story is largely becalmed so that we can wallow in the production values. The sets are variable but often unpleasant on the eye.,Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
,Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
"Hook is overwhelmed by a screenplay heavy with complicated exposition, by what are, in effect, big busy nonsinging, nondancing production numbers and some contemporary cant about rearing children and the high price paid for success.",Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
"No matter how much cash Hook earns, it will take more than pixie dust to fly this overstuffed package into our dreams.",Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
"The exposition is so underlined and re-underlined, you could teach yourself to fly waiting for something to happen.",Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
"Big, splashy, energetic, one-size-fits-all Hollywood entertainment.",Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
"Amid all this flexing of moviemaking muscle, there's possible evidence of uncertainty as well.",Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
"Here we get the uncanny suspicion that Hook was written and directed according to the famous recipe of the country preacher who told the folks what he was going to tell them, told them, and then told them what he had told them.",Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
Hook breaks the cardinal rule of J.M. Barrie's timeless fantasy -- it grows up.,Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
"This enormous wheeze comes over like the proverbial movie with a 40 million dollar set and a five cent script, which may hold its interest for under-fives but will leave most others cold.",Hook,1991,Hook - Movie Reviews,"Kids & Family , Adventure , Fantasy",In Theaters:,2012
As ridiculously entertaining and impeccably well constructed as it is preposterous.,Rocky IV,1985,Rocky IV: Rocky vs. Drago - Movie Reviews,Drama,2021,Streaming:
"In any form, Rocky IV remains a goofy, threadbare fantasy of Reagan-era bootstrap-ism and political saber-rattling, with every mighty Rocky punch landing like a sledgehammer to the Berlin Wall.",Rocky IV,1985,Rocky IV: Rocky vs. Drago - Movie Reviews,Drama,2021,Streaming:
"Ooh, that Drago is the worst!",Rocky IV,1985,Rocky IV: Rocky vs. Drago - Movie Reviews,Drama,2021,Streaming:
"A director's cut that has much in common with The Godfather Coda, as Stallone doesn't just throw in a few extra fight scenes but recrafts Rocky IV into a compelling character study. One with great montages.",Rocky IV,1985,Rocky IV: Rocky vs. Drago - Movie Reviews,Drama,2021,Streaming:
"Reeve died in 2004, but his Man of Steel was manlier and steelier than recent portrayals by Brandon Routh and Henry Cavill.",Superman,1978,Superman: The Movie - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",In Theaters:,2008
Between its extravagant fancies and extravagant success Superman can only help to enhance the prestige of large-scale fantasy filmmaking.,Superman,1978,Superman: The Movie - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",In Theaters:,2008
"It is this year's answer to ""Star Wars,"" a movie that is pure escape and good, clean, unadulterated fun.",Superman,1978,Superman: The Movie - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",In Theaters:,2008
"All this makes a highly entertaining, though undemanding mixture, of sci-fi, romance and comedy, which could hardly have come off at all at any lower artistic level, nor without such a happy choice for the central part as Christopher Reeve.",Superman,1978,Superman: The Movie - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",In Theaters:,2008
Superman doesn't have enough conviction or courage to be solidly square and dumb; it keeps pushing smarmy big emotions at us -- but half-heartedly.,Superman,1978,Superman: The Movie - Movie Reviews,"Fantasy , Action , Adventure , Sci-Fi",In Theaters:,2008
