Title,Year,google_use_like,google_use_score,google_use_n_rev,movie_description,imdb_score,rotten_tom_score,metacritic_score,id
Braveheart,1995,0.92,0.9400000000000001,886.0,"William Wallace, a Scottish rebel, along with his clan, sets out to battle King Edward I of England, who killed his bride a day after their marriage.",0.8300000000000001,0.79,,Braveheart-1995
Into the Woods,2014,0.7,0.76,738.0,"As the result of the curse of a once-beautiful witch (Meryl Streep), a baker (James Corden) and his wife (Emily Blunt) are childless. Three days before the rise of a blue moon, they venture into the forest to find the ingredients that will reverse the spell and restore the witch's beauty: a milk-whi",0.5900000000000001,0.71,0.69,Into the Woods-2014
Bedtime Stories,2008,0.81,0.8800000000000001,142.0,The ordinary lives of a hotel handyman and his niece and nephew take a magical turn when the handyman's grand bedtime stories begin to come true.,0.6,0.27,,Bedtime Stories-2008
Miss Congeniality,2000,0.89,0.9400000000000001,169.0,"Gracie Hart, a tomboyish detective, is made to infiltrate the Miss United States beauty pageant as a contestant after her department learns that the event is under threat from an anonymous bomber.",0.63,0.41,,Miss Congeniality-2000
Entrapment,1999,0.81,0.8400000000000001,77.0,"Virginia, an insurance agent, sets out to nab MacDougal, a master thief who steals exquisite pieces of art. To do so, she masquerades as a thief herself and together they steal priceless artefacts.",0.63,0.39,0.54,Entrapment-1999
Ace Ventura: When Nature Calls,1995,0.89,0.9,161.0,"Pet detective Ace Ventura comes out of retirement to investigate the disappearance of a rare white bat, the symbol of an African tribe. Needless to say, when Ace gets involved, all hell breaks loose.",0.64,0.25,,Ace Ventura: When Nature Calls-1995
End of Days,1999,0.89,0.82,97.0,"The Devil crashes a New Year's party in New York and inhabits a man's body. He searches for his bride, a woman named Christine York, as he wants her to bear his child and destroy the world.",0.58,0.11,,End of Days-1999
Bridget Jones's Baby,2016,0.86,0.76,142.0,"After breaking up with Mark, Bridget bumps into a handsome stranger, Jack. Soon, Bridget finds out that she is pregnant and unsure about the identity of her baby's father.",0.65,0.78,,Bridget Jones's Baby-2016
Fury,2014,0.92,0.9199999999999999,1975.0,"Wardaddy, along with his crew of five members, embarks on a mission that puts many lives in danger. The crew members realise that the odds are against them, but still decide to attack the Nazi army.",0.76,0.76,,Fury-2014
Battle Los Angeles,2011,0.78,0.8400000000000001,377.0,"When once distant UFOs become a terrifying threat attacking Earth, a Marine staff sergeant and his team take it upon themselves to face the enemy and protect what remains of the planet.",0.5700000000000001,0.36,,Battle Los Angeles-2011
Australia,2008,0.87,0.86,191.0,"An English aristocrat travels to Australia in order to save the cattle ranch she inherited. In the process of doing so, she befriends a local called Drover who then helps her accomplish her mission.",,,,Australia-2008
Due Date,2010,0.83,0.8800000000000001,413.0,"Peter Highman must reach Los Angeles to make it in time for his child's birth. However, he is forced to travel with Ethan, an aspiring actor who frequently lands him in trouble.",0.65,0.39,0.51,Due Date-2010
Master and Commander: The Far Side of the World,2003,0.89,0.9400000000000001,331.0,"Captain Jack Aubrey orders his team to set out in search of a French war vessel. However, when his own ship is heavily damaged, he realises the task is not as easy as it seems.",0.74,0.85,,Master and Commander: The Far Side of the World-2003
A Series of Unfortunate Events,2004,0.8,0.8800000000000001,448.0,"After the Baudelaire children lose their parents in a house fire, they are kept under the care of Count Olaf. However, the wicked man does everything in his power to seize their inheritance.",0.6799999999999999,0.72,,A Series of Unfortunate Events-2004
The Little Mermaid,1989,0.84,0.8800000000000001,673.0,"Ursula, the sea witch, makes a devious deal with Princess Ariel allowing her to meet Eric, the human prince she loves. Unaware of her true intentions, Ariel lands herself in trouble.",0.76,0.93,0.88,The Little Mermaid-1989
District 9,2009,0.9,0.9199999999999999,664.0,"A few aliens are forced to live in pathetic conditions on Earth. They, however, find support in a government agent who is responsible for their relocation.",0.79,0.9,0.81,District 9-2009
Moonraker,1979,0.87,0.8,103.0,"After a space shuttle which has been loaned to the United Kingdom is hijacked, James Bond is asked to step in and get to the root of the problem.",0.63,0.6,,Moonraker-1979
The Others,2001,0.9,0.9400000000000001,787.0,"Grace moves into a new house with her two photosensitive children in Jersey. When a series of inexplicable events occur, Grace starts believing that her house is haunted.",0.76,0.83,0.74,The Others-2001
Horrible Bosses,2011,0.89,0.8800000000000001,219.0,"Nick, Dale and Kurt have personal grudges against their bosses. After a night of drunken revelry, they decide to hire a hitman and assassinate their bosses but things do not go as planned.",0.6799999999999999,0.69,,Horrible Bosses-2011
Us and Them,2018,0.89,0.9800000000000001,279.0,"Two strangers meet on a train and form a bond that evolves over the years. After a separation, they reconnect and reflect on their love for each other.",0.74,1.0,,Us and Them-2018
Red Dragon,2002,0.87,0.8400000000000001,272.0,"An FBI Agent is called out of early retirement to catch a serial killer. He asks for the help of his arch-nemesis, Dr Hannibal Lecter.",0.72,0.68,,Red Dragon-2002
Tomorrowland,2015,0.72,0.86,450.0,"Frank, a former inventor, and Casey, a curious teenager, embark on a dangerous mission to unravel the secrets of Tomorrowland, an unexplored dimension in time and space.",0.64,0.5,,Tomorrowland-2015
Safe House,2012,0.79,0.78,255.0,"Matt, a CIA agent, is tasked with looking after a criminal, locked in a safe house. But when the safe house is attacked, Matt&nbsp;escapes with the criminal in tow.",0.67,0.53,,Safe House-2012
S.W.A.T.,2003,0.81,0.8400000000000001,91.0,"A dangerous drug lord offers a 100 million dollar reward to anyone who can free him from prison. However, a team of skilled officers must do everything they can to stop him from escaping.",0.6,0.48,,S.W.A.T.-2003
Traffic,2000,0.83,0.86,81.0,"The lives of four people intertwine because of the drug trade in America. Each experiences personal loss and despair in the ongoing war on drugs, but is helpless.",0.76,0.92,,Traffic-2000
The Fast and the Furious,2001,0.89,0.9199999999999999,1355.0,A spate of high-speed robberies in LA brings street racer Dominic Toretto and his crew under the LAPD scanner. FBI agent Brian goes undercover and befriends Toretto in a bid to investigate the matter.,0.6799999999999999,0.54,0.58,The Fast and the Furious-2001
Paranormal Activity 3,2011,0.83,0.74,72.0,"Siblings Katie and Kristi live with their mother Julie and her boyfriend. Paranormal situations trigger off in their house when the two girls befriend an invisible entity, Toby.",0.58,0.66,,Paranormal Activity 3-2011
Philadelphia,1993,0.91,0.96,301.0,"A young Philadelphia lawyer who is infected with AIDS keeps his homosexuality hidden from his employers. When he is suddenly dismissed, he hires a homophobic lawyer for a wrongful dismissal suit.",0.77,0.81,,Philadelphia-1993
Sleepy Hollow,1999,0.88,0.9,517.0,"Ichabod Crane, a police detective, is sent from the city of New York to Sleepy Hollow to investigate a series of murders committed by the Headless Horseman.",0.73,0.69,,Sleepy Hollow-1999
The Holiday,2006,0.91,0.9199999999999999,871.0,"Two girls from different countries swap homes for the holidays to get away from their relationship issues. However, their lives change unexpectedly when they meet and fall in love with two local guys.",0.6900000000000001,0.49,,The Holiday-2006
The Jungle Book,1967,0.86,0.9199999999999999,165.0,"Mowgli is a young boy who has been raised by wolves. When a man-eating tiger threatens his life, his animal family tries to convince him to leave the jungle and live in the human village.",0.76,0.88,,The Jungle Book-1967
Raging Fire,2021,0.92,0.9199999999999999,126.0,"Bong is a highly respected cop with a long history of success on dangerous cases. However, his past soon comes back to haunt him when his former protégé seeks revenge against all those who have wronged him.",0.6799999999999999,0.92,,Raging Fire-2021
London Has Fallen,2016,0.8,0.76,495.0,"Mike, a Secret Service agent, must find a way to escape with his team when Barkawi, a terrorist, attacks all the world leaders attending the funeral of the British Prime Minister, James Wilson.",0.5900000000000001,0.28,,London Has Fallen-2016
The Break-Up,2006,0.77,0.6799999999999999,132.0,"Brooke, an art dealer, feels unappreciated and neglected by her boyfriend, Gary. The couple breaks up, but neither wants to move out of the luxurious condo, thus leading to endless squabbles.",0.58,0.34,,The Break-Up-2006
Journey to the West,2013,0.9,0.9199999999999999,144.0,A Buddhist disciple (Zhang Wen) battles demons by using a book of nursery rhymes to appeal to their inherent goodness.,0.6799999999999999,0.94,0.68,Journey to the West-2013
JFK,1991,0.87,0.9,162.0,"When attorney Jim Garrison sets out to uncover the mystery behind the assassination of former US President John Kennedy, he faces strong opposition from the government.",0.8,0.84,0.72,JFK-1991
White House Down,2013,0.84,0.8400000000000001,483.0,A Capitol policeman leaps into action to save his daughter and protect the American president from a group of terrorists who have seized the White House.,0.63,0.52,,White House Down-2013
A Dog's Purpose,2017,0.89,0.96,1479.0,"A dog goes through four lifetimes with different owners through various time periods. During this journey, he steadily understands his real purpose.",0.72,0.35,0.43,A Dog's Purpose-2017
Ponyo,2008,0.94,0.96,1112.0,"Sosuke rescues a goldfish trapped in a bottle. The goldfish, who is the daughter of a wizard, transforms herself into a young girl with her father's magic and falls in love with Sosuke.",0.77,0.91,,Ponyo-2008
Fun with Dick and Jane,2005,0.82,0.9,168.0,"When Dick's employer goes bankrupt, he and his wife, Jane, go broke and look for ways to make ends meet. Eventually, they resort to crime and decide to rob a crooked CEO to get their money back.",0.62,0.29,,Fun with Dick and Jane-2005
You Don't Mess with the Zohan,2008,0.83,0.86,487.0,"Zohan, an Israeli counterterrorist commando, stages his own death when he grows tired of his job and travels to New York City to pursue his lifelong dream of having a career in hairstyling.",0.55,0.37,,You Don't Mess with the Zohan-2008
The Addams Family,2019,0.76,0.7,1126.0,"The eccentric and macabre Addams family moves to a bland suburb in New Jersey. However, problems arise when their child, Wednesday, befriends the daughter of a reality show host.",0.58,0.45,0.46,The Addams Family-2019
King Arthur,2004,0.8,0.9,179.0,"Arthur, a reluctant leader, wants to return the peace and stability of Rome. Before he can, a mission leads him to the conclusion that when Rome is captured, Britain will need a leader.",0.63,0.31,,King Arthur-2004
Hairspray,2007,0.86,0.9,379.0,"Tracy emerges from being an overweight teenager to a television superstar. However, her journey is interrupted when she becomes a victim of racial discrimination and decides to fight back.",0.67,0.91,0.81,Hairspray-2007
Yogi Bear,2010,0.78,0.82,96.0,"Yogi and Boo Boo, two bears, spend their time stealing food from the families in Jellystone Park. However, when the new mayor wants to auction the park, they must try to prevent it from being sold.",,,,Yogi Bear-2010
Everest,2015,0.87,0.9,444.0,"Two groups, one led by Rob Hall and the other by Scott Fischer, encounter several challenges and threatening weather conditions as they attempt to scale Mount Everest.",0.71,0.73,,Everest-2015
Vanilla Sky,2001,0.82,0.8800000000000001,435.0,"David Aames, a publishing magnate, becomes the victim of a car crash, which scars his face. The incident changes him and compels him to question the existing reality of his life.",0.6900000000000001,0.42,0.45,Vanilla Sky-2001
Arrival,2016,0.88,0.9,2693.0,"Louise Banks, a linguistics expert, along with her team, must interpret the language of aliens who have come to Earth in a mysterious spaceship.",0.79,0.94,,Arrival-2016
Need for Speed,2014,0.87,0.9400000000000001,694.0,"A street racer is framed by a rival who is also a wealthy business associate in a murder case. Upon his release, the street racer devises a plan with revenge in mind.",0.64,0.22,,Need for Speed-2014
Garfield,2004,0.86,0.8800000000000001,326.0,"Jon buys another pet dog named Odie in order to impress the girl he likes from his high school. However, when Odie is abducted, Garfield, along with his other animal friends, sets out to rescue him.",0.5,0.15,0.27,Garfield-2004
Patch Adams,1998,0.88,0.9199999999999999,316.0,"A doctor treats patients using humour. Unfortunately, the medical community does not appreciate his methods, while the actual patients, medical professors and hospital nurses appreciate his work.",0.6799999999999999,0.22,0.25,Patch Adams-1998
Teenage Mutant Ninja Turtles,1990,0.83,0.9199999999999999,242.0,"A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.",0.6799999999999999,0.41,0.51,Teenage Mutant Ninja Turtles-1990
The Conjuring: The Devil Made Me Do It,2021,0.9,0.82,7066.0,"Arne Cheyenne Johnson stabs and murders his landlord, claiming to be under demonic possession. Ed and Lorraine Warren investigate the case and try to prove his innocence.",0.63,0.55,,The Conjuring: The Devil Made Me Do It-2021
Kindergarten Cop,1990,0.9,0.9400000000000001,116.0,"John, a detective, is assigned the responsibility of posing as a kindergarten teacher so that he can track down a criminal.",0.62,0.51,,Kindergarten Cop-1990
Birds of Prey,2020,0.75,0.72,11381.0,"After being thrown out in the streets by Joker, Harley struggles to pick herself up. However, Harley teams up with Huntress, Black Canary and Renee Montoya to defeat a gangster and protect a girl.",0.61,0.79,0.6,Birds of Prey-2020
Straight Outta Compton,2015,0.92,0.9800000000000001,651.0,"A hip-hop group from Compton, California, spirals into several controversies because of their brash lyrics and revolutionising music, igniting a culture war.",0.78,0.89,,Straight Outta Compton-2015
21 Jump Street,2012,0.9,0.9400000000000001,367.0,Schmidt and Jenko are high school friends who go on to become police officers. The two friends go undercover as students in order to bust a drug ring and find the source of a synthetic drug.,0.72,0.85,0.69,21 Jump Street-2012
Valkyrie,2008,0.88,0.9199999999999999,283.0,"During World War II, a team of Nazi officers comes up with a plan to assassinate Hitler and destroy the Nazi rule by using Operation Valkyrie as a means to do so.",0.71,0.62,,Valkyrie-2008
Open Season,2006,0.82,0.86,226.0,"Boog, a domesticated grizzly bear, lives a content life in Beth's barn. However, his ideal world turns upside down when he rescues Elliot, a skinny and chatty wild mule deer, from a hunter.",0.61,0.48,,Open Season-2006
Cats & Dogs,2001,0.79,0.82,212.0,"With the dogs on a mission to create a serum that would eliminate the canine allergies among the humans, their feline foes are on their paws hatching plans to obstruct the top secret canine project.",,,,Cats & Dogs-2001
The Hunt for Red October,1990,0.91,0.9400000000000001,281.0,CIA analyst Jack Ryan thinks Soviet nuclear submarine commander Captain Marko Ramius is planning to defect but only has a few hours to find him and the submarine.,0.76,0.88,0.58,The Hunt for Red October-1990
Percy Jackson: Sea of Monsters,2013,0.73,0.62,959.0,Young demigod Percy Jackson sets off on a quest to find the Golden Fleece in the Sea of Monsters. His half-brother Tyson and friends Annabeth and Grover join hands with him to help him find it.,0.58,0.42,,Percy Jackson: Sea of Monsters-2013
Two Weeks Notice,2002,0.83,0.86,160.0,"Lucy, a lawyer, works for the handsome and rich George Wade. However, she grows tired and decides to quit as he treats her like a nanny instead of using her professional skills.",0.62,0.42,,Two Weeks Notice-2002
RED,2010,0.77,0.86,713.0,"Frank Moses, a former black-ops agent, learns that his life is under threat from an assassin. In a bid to protect himself, he reunites with his old team to nab the man who has vowed to kill him.",0.7,0.72,,RED-2010
City of Angels,1998,0.84,0.86,205.0,"Seth is an angel who guides humans to the next life. When he sees Maggie, a heart surgeon trying to save a patient, he falls in love with her. Seth makes a choice which changes everything.",0.67,0.58,,City of Angels-1998
The Pacifier,2005,0.87,0.9,240.0,"Shane Wolfe, a Navy SEAL, fails to rescue a government scientist, Howard Plummer, from Serbian rebels. Later, he is assigned to protect Plummer's children from his enemies.",0.5599999999999999,0.21,,The Pacifier-2005
50 First Dates,2004,0.92,0.9400000000000001,715.0,"Henry, a vet, falls in love with Lucy, who suffers from short-term memory loss. Lucy can never remember meeting him, so Henry has to romance her afresh each day and pray that she too loves him.",0.6799999999999999,0.45,,50 First Dates-2004
Total Recall,2012,0.79,0.74,221.0,"Douglas is frustrated with his frequent dreams where he is a secret agent. He visits Rekall to get a fake memory implanted into his brain, but the procedure goes haywire.",0.62,0.31,,Total Recall-2012
The Impossible,2012,0.89,0.9400000000000001,1753.0,"Maria, Henry and their three kids decide to spend Christmas in Thailand. But their luxurious holiday turns into a nightmare when a tsunami swells up unannounced, thereby separating the family.",0.76,0.81,0.73,The Impossible-2012
Christopher Robin,2018,,0.9199999999999999,530.0,"Winnie the Pooh enters the life of a now-grown-up Christopher Robin, to seek his help in finding his lost friends in the Hundred Acre Wood.",0.73,0.72,0.6,Christopher Robin-2018
Jack the Giant Slayer,2013,0.74,0.9199999999999999,289.0,"Jack, a young farmhand, must save Princess Isabelle from the giants after one of the magic beans that a monk gives him in exchange of his horse sprouts a giant beanstalk into the realm of the giants.",0.62,0.52,,Jack the Giant Slayer-2013
Smurfs: The Lost Village,2017,0.75,0.82,216.0,"Smurfette and her friends go to the Forbidden Forest to find a lost village. When the evil wizard Gargamel gets to know of this, he devises a plan to stop the smurfs from discovering the town.",0.6,0.4,0.4,Smurfs: The Lost Village-2017
Spy Kids 3-D: Game Over,2003,0.81,0.8400000000000001,183.0,"Juni Cortez decides to play Game Over, a virtual reality-based game designed by the Toymaker, in order to find and rescue his sister Carmen who is trapped inside Level 4 of the game.",0.43,0.45,,Spy Kids 3-D: Game Over-2003
Panic Room,2002,0.85,0.78,288.0,"Meg and Sarah hide in a panic room in their house when intruders break in. Unfortunately for them, the intruders want something that is hidden inside the room and will stop at nothing to claim it.",0.6799999999999999,0.75,,Panic Room-2002
The Other Woman,2014,0.85,0.86,210.0,"Carly, Mark's girlfriend, is shocked when she learns of his marriage. She meets his wife, Kate, and they become good friends. However, Kate discovers Mark's affair with Amber.",0.6,0.26,,The Other Woman-2014
Stargate,1994,0.92,0.9,194.0,"Dr Daniel Jackson is asked to decode an old hieroglyph in a military facility by a mysterious woman. He discovers important information about the device, which was found during an expedition in Egypt.",0.71,0.53,0.42,Stargate-1994
Beowulf,2007,0.71,0.8400000000000001,206.0,"Beowulf, a fierce warrior, protects the Danes from Grendel, a hideous monster, by mortally wounding him. When Grendel's mother learns of this, she swears vengeance.",0.62,0.71,0.59,Beowulf-2007
The Vow,2012,0.82,0.9,445.0,"Paige meets with a terrible accident which leaves her in a coma. When she wakes up, she doesn't recognise her husband Leo, who then tries to win her back by courting her again.",0.6799999999999999,0.31,,The Vow-2012
Anger Management,2003,0.89,0.82,119.0,A man who works for a New York pet clothing store is angry with his manager and his girlfriend's best friend. A misunderstanding on a flight results in him being ordered to undergo anger management.,0.62,0.42,0.52,Anger Management-2003
Tropic Thunder,2008,0.9,0.9,577.0,"A film crew shooting a big-budget war movie are forced to become the soldiers they are portraying, when they are attacked by a gang of poppy-growing local drug dealer, due to mistaken identities.",0.7,0.82,,Tropic Thunder-2008
The Shape of Water,2017,0.79,0.82,1295.0,"Elisa, a lonely janitor, stumbles upon an amphibious creature that is held captive in a secret research facility. She then develops a unique relationship with the creature.",0.73,0.92,,The Shape of Water-2017
Rocketman,2019,0.86,0.8800000000000001,1528.0,"After completing his studies, Reginald begins to perform rock music at local pubs. Later, he meets John Reid, a music manager, who helps him rise to fame, but also creates chaos in his life.",0.73,0.89,0.69,Rocketman-2019
The Pelican Brief,1993,0.85,0.9,127.0,"A law student writes a legal brief on the reasons that made Khamel, an assassin, kill two Supreme Court justices. When she learns that her theory is accurate, she gets attacked by thugs.",0.6599999999999999,0.53,0.5,The Pelican Brief-1993
The BFG,2016,0.79,0.8800000000000001,607.0,"A young girl, Sophie, befriends a giant, who is an outcast because, unlike others of his kind, he refuses to hurt humans. However, things change after the other giants decide to hunt down Sophie.",0.64,0.74,0.66,The BFG-2016
The Intern,2015,0.91,0.96,2429.0,"Ben Whittaker, a 70-year-old widower, realises that he is not cut out for retirement. He then applies to become a senior intern for a sceptical boss at an online fashion site.",0.71,0.59,0.51,The Intern-2015
Wallace & Gromit: The Curse of the Were-Rabbit,2005,0.87,0.96,238.0,"When a huge vegetable-ravaging beast destroys the plots right before the Giant Vegetable Competition, Lady Tottington asks Wallace and his dog, Gromit, to track the beast and rescue the village.",0.74,0.95,,Wallace & Gromit: The Curse of the Were-Rabbit-2005
Gnomeo & Juliet,2011,0.78,0.82,241.0,"Gnomeo and Juliet, garden gnomes from opposing communities, fall in love with each other. They have to overcome their respective clans to be together.",0.5900000000000001,0.55,,Gnomeo & Juliet-2011
Weathering with You,2019,0.95,0.9800000000000001,5784.0,"Set during a period of exceptionally rainy weather, high-school boy Hodaka Morishima runs away from his troubled rural home to Tokyo and befriends an orphan girl who can manipulate the weather.",0.75,0.92,,Weathering with You-2019
The Sum of All Fears,2002,0.85,0.86,120.0,"Jack Ryan, a CIA analyst, must stop a terrorist group from causing destruction and planting a nuclear weapon at a football match in Baltimore.",0.64,0.59,,The Sum of All Fears-2002
Gangs of New York,2002,0.88,0.86,342.0,"Amsterdam sets out to avenge the death of his father who was killed in a gang fight at the hands of a crime lord, Bill 'The Butcher'. Whilst doing so, he gets caught up in the Civil War.",0.75,0.73,0.72,Gangs of New York-2002
The Monkey King 2,2016,0.78,0.86,67.0,"The Monkey King decides to accompany Tang Sanzang, a monk, who aims to retrieve sacred scriptures. On their way, they encounter an evil demon who wants to harm Sanzang to seek immortality.",0.5900000000000001,1.0,,The Monkey King 2-2016
Paranormal Activity,2009,0.85,0.74,272.0,"Katie and Micah, a young couple, move into a suburban residence and feel the presence of evil forces. They install cameras which capture all the incidents, noises and evil occurrences in the house.",0.63,0.83,,Paranormal Activity-2009
The Equalizer,2014,0.87,0.9400000000000001,1034.0,"McCall gives up violence and wishes to lead a quiet and undisturbed life. However, brutal events force him to once again take up the fight for justice.",0.72,0.6,,The Equalizer-2014
The Lego Movie 2: The Second Part,2019,0.83,0.8400000000000001,554.0,"Five years after saving the world, Emmet sets out to rescue his friends from the mysterious planet Duplon and gets help from newcomer Rick Dangervest.",0.6599999999999999,0.84,0.65,The Lego Movie 2: The Second Part-2019
Sheep Without a Shepherd,2019,0.92,0.9400000000000001,106.0,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",0.6799999999999999,1.0,,Sheep Without a Shepherd-2019
The Addams Family,1991,0.86,0.9400000000000001,513.0,"When an evil doctor learns about an eccentric family's missing relative, she hires an imposter to masquerade as him so that she can loot the family.",0.6900000000000001,0.65,0.57,The Addams Family-1991
The Longest Yard,2005,0.91,0.96,401.0,"Paul, a famous football player, lands up in jail and meets the warden, Rudolph, a football fan, who asks him to put a team together consisting of prison inmates to challenge the prison guards.",0.64,0.31,,The Longest Yard-2005
The Santa Clause,1994,0.93,0.86,216.0,"By helping Santa Claus with a Christmas crisis, Scott unknowingly agrees to become the next Santa Claus. Now, he has to deal with a suspicious former wife while trying to keep his secret safe.",0.65,0.72,,The Santa Clause-1994
Cheaper by the Dozen,2003,0.7,0.9400000000000001,159.0,Tom finds his life turned upside down when he agrees to tend to his twelve children while his wife is away and simultaneously also coaches his football team.,0.5900000000000001,0.24,,Cheaper by the Dozen-2003
The Equalizer 2,2018,0.87,0.8800000000000001,624.0,"Robert McCall's close friend, Susan Plummer, is murdered while investigating a murder-suicide. As a former spy, he leverages his skills and resources to find the culprit and avenge her death.",0.67,0.52,,The Equalizer 2-2018
Hollow Man,2000,0.83,0.78,133.0,Sebastian Caine develops a serum that allows the user to become completely invisible. He experiments with the serum on himself but is unable to return from his invisible state.,0.58,0.27,,Hollow Man-2000
Outbreak,1995,0.88,0.8400000000000001,344.0,"When a deadly virus, carried by a monkey host from the African rain forest, starts infecting the entire population, a handful of scientists struggle to find a cure.",0.6599999999999999,0.59,,Outbreak-1995
The X Files,1998,0.92,0.9,65.0,Two FBI agents set out to unravel a government conspiracy related to the alien colonisation of Earth and attempt to rescue the people on the planet.,,,,The X Files-1998
Rambo III,1988,0.87,0.8800000000000001,161.0,"When his former superior, Colonel Samuel Trautman, asks him to join him on a special mission in Afghanistan, Rambo declines. But when Trautman is held hostage and tortured, Rambo decides to step in.",0.58,0.4,0.36,Rambo III-1988
Jaws 2,1978,0.84,0.76,177.0,"Post the shark attacks that horrified the residents of Amity, trouble returns to the town when a man-eating shark begins to lurk on the beaches of Amity.",0.58,0.61,0.51,Jaws 2-1978
12 Years a Slave,2013,0.93,0.9400000000000001,1028.0,"Solomon Northup, a free African-American, is promised a fortnightly job by Brown and Hamilton. However, after arriving in Washington DC, he realises that he has been sold into slavery.",0.8099999999999999,0.95,0.96,12 Years a Slave-2013
Heat,1995,0.89,0.9400000000000001,1022.0,"Lieutenant Hanna, a detective, decides to catch a highly intelligent seasonal criminal who has vowed to pull off one last robbery before he retires for good.",0.82,0.87,,Heat-1995
Mr. Popper's Penguins,2011,0.83,0.9,196.0,"Tom spends more time at work than with his children. However, when his father sends him penguins as a gift, they help him bond with his children.",0.6,0.47,,Mr. Popper's Penguins-2011
The Grudge,2004,0.8,0.78,162.0,"Karen Davis moves to Tokyo, where she encounters a supernatural spirit that possesses its victims. After a series of horrifying and mysterious deaths, Karen makes a vow to stop any further deaths.",0.5900000000000001,0.4,,The Grudge-2004
I Now Pronounce You Chuck & Larry,2007,0.81,0.86,152.0,"Two straight best friends pretend to be a gay couple to receive domestic partner benefits on an insurance form. However, things get complicated when an agent decides to verify their story.",0.5900000000000001,0.15,,I Now Pronounce You Chuck & Larry-2007
The Horse Whisperer,1998,0.86,0.9199999999999999,86.0,"Annie's daughter, Grace, and their horse meet with a severe accident that affects them deeply. Thereafter, Annie takes the help of Tom, a horse whisperer who helps them recuperate.",0.6599999999999999,0.74,,The Horse Whisperer-1998
Walk the Line,2005,0.86,0.9199999999999999,164.0,"Johnny Cash, an aspiring musician, receives a golden opportunity to tour with the famous June Carter. As Johnny's musical career takes a flight, his marriage with Vivian starts falling apart.",0.78,0.82,0.72,Walk the Line-2005
The Jungle Book 2,2003,0.79,0.72,59.0,"Mowgli misses his old jungle friends and runs away from the Man-Village. Unaware of Shere Khan's thirst for vengeance, he lands himself and the lives of the villagers in danger.",0.54,0.18,,The Jungle Book 2-2003
The Final Destination,2009,0.81,0.62,171.0,"While watching a car race at a stadium with his friends, Nick has a premonition of a car crash which kills all the audience. However, he manages to save his friends. But how long can he cheat death.",0.52,0.28,,The Final Destination-2009
Atlantis: The Lost Empire,2001,0.89,0.96,392.0,"Milo Thatch, a young adventurer, joins hands with an intrepid group of explorers to find the mysterious lost island of Atlantis.",0.6900000000000001,0.49,,Atlantis: The Lost Empire-2001
Inside Man,2006,0.8,0.86,511.0,"The mastermind behind a bank robbery in Manhattan has planned the heist in great detail. A detective tries to negotiate with him, but the involvement of a broker worsens the situation further.",0.76,0.86,,Inside Man-2006
The Waterboy,1998,0.89,0.9,202.0,"Bobby Boucher works as a water boy for a college football team. However, the new coach initiates him into the team after discovering his tackling skills.",0.62,0.34,,The Waterboy-1998
Hugo,2011,0.83,0.86,634.0,Hugo is a young orphan who loves pottering around with the station clocks and whose most treasured possession is his late father's automaton. His mission is to find a key that will get it working.,0.75,0.93,,Hugo-2011
Pitch Perfect 3,2017,0.88,0.8800000000000001,335.0,The Bellas have split after winning the World Championship. But they reunite for one last overseas singing competition to make music and some questionable decisions.,0.58,0.28,,Pitch Perfect 3-2017
Watchmen,2009,0.75,0.8800000000000001,1069.0,"Rorschach, a vigilante, sets out to investigate the mysterious circumstances under which one of his colleagues died. In the process of doing so, he discovers some disturbing secrets.",0.76,0.65,,Watchmen-2009
The Birdcage,1996,0.89,0.96,152.0,Armand and Albert have built the perfect life for themselves tending to their gaudy Miami nightclub. But their pastel harmony is shaken when Armand's son decides to marry Senator Keele's daughter.,0.71,0.81,,The Birdcage-1996
Moulin Rouge!,2001,0.84,0.9,410.0,"Christian, an English writer, travels to Paris to join the Bohemian revolution. He visits the city's biggest night club, Moulin Rouge, and falls in love with its star performer and courtesan, Satine.",,,,Moulin Rouge!-2001
Snow White and the Seven Dwarfs,1937,0.84,0.86,628.0,"When Snow White, a princess, is exiled by her stepmother, an evil queen who wants to kill her, she runs into a forest. Soon, she is rescued by seven dwarfs who form a friendship with her.",0.76,0.98,0.95,Snow White and the Seven Dwarfs-1937
Hop,2011,0.85,0.8400000000000001,252.0,"Fred, who has never taken life seriously, unintentionally injures an Easter Bunny and is forced to take him in as a guest. Soon, hilarity ensues as they struggle to deal with the situation.",0.54,0.24,,Hop-2011
Bad Moms,2016,0.84,0.8400000000000001,186.0,"When three overworked mothers, Amy, Carla and Kiki, are pushed beyond their limits, they decide to shirk their responsibilities and lead a life they love.",0.62,0.58,,Bad Moms-2016
102 Dalmatians,2000,,0.8,60.0,"Cruella transforms into a good woman after she leaves prison. However, the sound of Big Ben causes her to go back to her devious ways and she decides to kidnap 102 Dalmatian puppies for a new coat.",0.49000000000000005,0.31,,102 Dalmatians-2000
Stand by Me Doraemon,2014,0.94,0.9800000000000001,585.0,Sewashi and Doraemon find themselves way back in time and meet Nobita. It is up to Doraemon to take care of Nobita or else he will not return to the present.,,,,Stand by Me Doraemon-2014
