Title,Year,google_use_like,google_use_score,google_use_n_rev,movie_description,imdb_score,rotten_tom_score,metacritic_score,id
The Eight Hundred,2020,0.86,0.8800000000000001,340.0,In 1937 a group of Chinese soldiers and draft dodgers puts up a four-day defense of a Shanghai warehouse complex just as Japanese forces are overwhelming China.,,,,The Eight Hundred-2020
X-Men: The Last Stand,2006,0.79,0.76,268.0,"A government-supported laboratory finds a cure for the mutants and the DNA of a powerful boy is used for it. However, the mutants must give up their powers and become human, hence splitting them.",0.67,0.57,,X-Men: The Last Stand-2006
National Treasure: Book of Secrets,2007,0.83,0.8400000000000001,138.0,"Ben finds that his ancestor was implicated in the assassination of Abraham Lincoln, a president of the USA. Through the help of a clue in a diary, he ventures out to clear the name of his ancestor.",0.65,0.36,,National Treasure: Book of Secrets-2007
Lucy,2014,0.82,0.8800000000000001,2527.0,"Lucy gains extraordinary physical and mental capabilities after the effects of a performance-enhancing drug set in. Soon, she evolves into a warrior bent on destroying those who held her captive.",0.64,0.67,0.61,Lucy-2014
Mission: Impossible,1996,0.88,0.8800000000000001,320.0,"Ethan Hunt, an American special agent, struggles to prove his innocence and catch the real culprit when he is falsely accused of murdering his entire team.",0.71,0.66,0.59,Mission: Impossible-1996
The Last Samurai,2003,0.92,0.96,1039.0,"Captain Nathan Algren is hired to train the Japanese army to fight a Samurai rebellion. However, he ends up embracing the people of Samurai culture after he gets captured by them.",0.77,0.66,0.55,The Last Samurai-2003
Demon Slayer: Mugen Train,2020,0.97,0.9800000000000001,18425.0,"A boy raised by boars, who wears a boar's head, boards the Infinity Train on a new mission with the Flame Pillar along with another boy who reveals his true power when he sleeps. Their mission is to defeat a demon who has been tormenting people and killing the demon slayers who oppose it.",0.82,0.98,,Demon Slayer: Mugen Train-2020
Dying to Survive,2018,0.96,0.96,72.0,A Chinese leukaemia patient smuggles cheap but untested pharmaceuticals from India to help hundreds of Chinese people suffering from cancer.,,,,Dying to Survive-2018
Ocean's Eleven,2001,0.88,0.8800000000000001,629.0,"Danny Ocean, a gangster, assembles a group of eleven people in an effort to steal money from three popular casinos in Las Vegas owned by his rival, Terry Benedict.",0.77,0.83,,Ocean's Eleven-2001
Thor,2011,0.85,0.8800000000000001,1543.0,"Thor is exiled by his father, Odin, the King of Asgard, to the Earth to live among mortals. When he lands on Earth, his trusted weapon Mjolnir is discovered and captured by S.H.I.E.L.D.",0.7,0.77,0.57,Thor-2011
Pearl Harbor,2001,0.89,0.8800000000000001,853.0,"Childhood friends Rafe and Danny become army pilots and meet Evelyn, a navy nurse. However, the three of them later find themselves in the middle of the attack on Pearl Harbour during World War II.",0.62,0.24,0.44,Pearl Harbor-2001
La La Land,2016,0.84,0.9,2749.0,"When Sebastian, a pianist, and Mia, an actress, follow their passion and achieve success in their respective fields, they find themselves torn between their love for each other and their careers.",0.8,0.91,,La La Land-2016
Tarzan,1999,0.85,0.9400000000000001,291.0,"Tarzan, an orphan raised by mountain gorillas, rescues a woman explorer, Jane. After realising that he's a human, Tarzan must choose between civilization and the jungle life.",0.73,0.89,0.79,Tarzan-1999
Men in Black II,2002,0.9,0.86,161.0,"Agent J learns about Serleena, a shapeshifting alien, who is searching for the Light of Zartha on Earth. He seeks help from his now-retired former partner, Agent K, to find the Light before Serleena.",0.62,0.39,,Men in Black II-2002
The Bourne Ultimatum,2007,0.91,0.9199999999999999,262.0,"Jason Bourne sets off on a quest to uncover his dark past. However, to get to the end of the riddle, he must dodge the CIA agents who're trying to kill him.",0.8,0.92,,The Bourne Ultimatum-2007
The Mummy Returns,2001,0.87,0.9,293.0,"When an archaeologist couple's son finds the Bracelet of Anubis, it locks onto his wrist. A cult resurrects Imhotep, an evil Egyptian high priest, who needs the bracelet to defeat the Scorpion King.",0.64,0.47,0.48,The Mummy Returns-2001
Alvin and the Chipmunks: The Squeakquel,2009,0.86,0.9,194.0,"Back in school, Alvin, Simon and Theodore must save the school's music programme by winning the battle of the bands. For this, they must beat Brittany, Eleanor and Jeanette, also called The Chipettes.",0.45,0.2,,Alvin and the Chipmunks: The Squeakquel-2009
Les Misérables,2012,0.84,0.9199999999999999,823.0,"Jean Valjean, a prisoner, breaks parole in order to start life anew. He soon becomes the caretaker of a young girl but his past comes back to catch up with him.",0.76,0.7,0.63,Les Misérables-2012
The Exorcist,1973,0.88,0.86,1070.0,"Regan, a young girl, displays bizarre behaviour after playing with a Ouija board. Chris, her mother and an actress, consults two priests who conclude that Regan is possessed by a demonic entity.",0.8,0.83,,The Exorcist-1973
Mrs. Doubtfire,1993,0.92,0.96,401.0,"Daniel, a divorced actor, disguises himself as Mrs Doubtfire, an ageing female Scottish housekeeper, in order to work in his ex-wife's house and spend more time with his children.",0.7,0.72,0.53,Mrs. Doubtfire-1993
Terminator Genisys,2015,0.78,0.78,549.0,"John sends Kyle to the year 1984 to protect his mother, Sarah, from being killed. When the timeline is altered, Kyle asks her to travel to the year 2017 to stop an AI system that wants to end mankind.",0.63,0.27,0.38,Terminator Genisys-2015
Warcraft,2016,0.72,0.9,1082.0,A few human survivors must team up with a group of dissenting Orcs to stop an Orc horde from invading their planet through a magic portal.,0.6799999999999999,0.28,0.32,Warcraft-2016
The Greatest Showman,2017,0.92,0.96,4287.0,P T Barnum becomes a worldwide sensation in the show business. His imagination and innovative ideas take him to the top of his game.,0.76,0.57,0.48,The Greatest Showman-2017
A Star Is Born,2018,0.91,0.9199999999999999,2850.0,"After falling in love with struggling artist Ally, Jackson, a musician, coaxes her to follow her dreams, while he battles with alcoholism and his personal demons.",0.76,0.9,0.88,A Star Is Born-2018
Pokémon Detective Pikachu,2019,0.9,0.8800000000000001,1607.0,"After the demise of his father, Tim travels to Ryme city where he runs into his father's Pokemon partner, Pikachu. They team up and try to work on the case left unfinished by Tim's father.",0.6599999999999999,0.68,0.53,Pokémon Detective Pikachu-2019
Terminator 3: Rise of the Machines,2003,0.87,0.8,358.0,"A powerful cyborg from a post-apocalyptic future appears in search of a drifter. Soon, he must protect himself and his companion from a deadly robotic threat.",0.63,0.69,0.66,Terminator 3: Rise of the Machines-2003
Die Another Day,2002,0.83,0.6599999999999999,244.0,"Bond's new mission to enquire about the connection between a Korean terrorist and a diamond baron is sabotaged when he is betrayed, which leads him to being captured by the enemy.",0.61,0.56,,Die Another Day-2002
Shang-Chi and the Legend of the Ten Rings,2021,0.93,0.9199999999999999,16555.0,Martial-arts master Shang-Chi confronts the past he thought he left behind when he's drawn into the web of the mysterious Ten Rings organization.,0.76,0.92,0.71,Shang-Chi and the Legend of the Ten Rings-2021
The Secret Life of Pets 2,2019,0.82,0.8400000000000001,708.0,"At a farm, Max meets the sheepdog Rooster who tries to help him overcome his fears. Back home, Gidget loses Max's favourite toy, while Snowball tries to rescue a white tiger cub, Hu.",0.65,0.6,,The Secret Life of Pets 2-2019
Cast Away,2000,0.91,0.9400000000000001,1614.0,"After a deadly plane crash, Chuck Nolan finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.",0.78,0.89,0.73,Cast Away-2000
Rampage,2018,0.8,0.86,1022.0,"Primatologist Davis Okoye teams up with a geneticist, Dr Kate Caldwell, and tries to save George, an albino gorilla, and prevent two giant mutated animals from wreaking havoc in Chicago.",0.61,0.51,,Rampage-2018
The King's Speech,2010,0.92,0.9400000000000001,425.0,King George VI tries to overcome his stammering problem with the help of speech therapist Lionel Logue and makes himself worthy enough to lead his country through World War II.,0.8,0.94,,The King's Speech-2010
The Matrix Revolutions,2003,0.89,0.8400000000000001,354.0,"Neo, humanity's only hope of stopping the war and saving Zion, attempts to broker peace between the machines and humans. However, he must first confront his arch nemesis, the rogue agent Smith.",0.6799999999999999,0.35,,The Matrix Revolutions-2003
The Intouchables,2011,0.94,0.9800000000000001,1552.0,"An unusual friendship develops when Driss, a street smart immigrant, is hired to take care of Philippe, a quadriplegic French nobleman.",0.85,0.75,,The Intouchables-2011
Bad Boys for Life,2020,0.87,0.86,4786.0,"Detectives Mike Lowrey and Marcus Burnett join the Miami Police Department's special team AMMO to bring down the ruthless Armando, who is on a mission to kill Mike at his mother Isabel's orders.",0.6599999999999999,0.76,,Bad Boys for Life-2020
Django Unchained,2012,0.93,0.9400000000000001,2544.0,"When Django, a slave, is freed, he joins forces with a bounty hunter to rescue his wife, who has been enslaved by Calvin, a hard-hearted plantation owner.",0.8400000000000001,0.87,,Django Unchained-2012
Beauty and the Beast,1991,0.92,0.9199999999999999,387.0,"Belle, a beautiful young woman, agrees to live with the Beast in exchange for the return of her abducted father. Soon, Belle discovers that her hideous captor is actually an enchanted prince.",0.8,0.94,0.95,Beauty and the Beast-1991
Dances with Wolves,1990,0.9,0.96,548.0,"A drama movie that narrates the story of Lt. John Dunbar who is exiled to a remote western Civil War outpost, where he befriends wolves and Indians, making him an intolerable aberration.",0.8,0.83,0.72,Dances with Wolves-1990
The Chronicles of Narnia: Prince Caspian,2008,0.85,0.9199999999999999,391.0,"Four children return to Narnia to help Prince Caspian who struggles to win back his throne from King Miraz, his evil uncle.",0.65,0.66,,The Chronicles of Narnia: Prince Caspian-2008
Sex and the City,2008,0.69,0.86,181.0,"Carrie and Big decide to get married. But on their wedding day, Big develops cold feet after his lover's friend, Miranda, expresses the reality of marriage to him upon being frustrated by her husband.",0.5599999999999999,0.49,,Sex and the City-2008
The Captain,2019,0.93,0.9400000000000001,468.0,"A commercial flight's cockpit windshield shatters at the altitude of 30,000 feet. As the pilot struggles to control the aircraft, the crew must keep the passengers safe.",,,,The Captain-2019
The Mummy,1999,0.92,0.9400000000000001,709.0,"Adventurer Rick O'Connell and Egyptologist Evelyn, along with a bunch of archaeologists, inadvertently wake up an evil mummy during an archaeological excavation at the ancient city of Hamunaptra.",0.7,0.61,,The Mummy-1999
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,0.76,0.9199999999999999,330.0,"Siblings Edmund and Lucy, along with their cousin, Eustace, meet Prince Caspian aboard the Dawn Treader, the royal ship. Together, they face many dangers as they try to save the seven Lords of Narnia.",,,,The Chronicles of Narnia: The Voyage of the Dawn Treader-2010
Jason Bourne,2016,0.86,0.86,326.0,"Jason Bourne, a former CIA agent, is drawn out of hiding by CIA director Robert Dewey. He then sets out to discover more about his past, family and his father's death.",0.6599999999999999,0.54,0.58,Jason Bourne-2016
The Wolverine,2013,0.85,0.8800000000000001,418.0,"Logan travels to Tokyo to meet Yashida, an old acquaintance who is dying. The situation regresses when Yashida offers to take away his healing abilities, but Logan refuses.",0.67,0.71,,The Wolverine-2013
Night at the Museum: Battle of the Smithsonian,2009,0.9,0.8400000000000001,128.0,Larry Daley has to infiltrate the Smithsonian Institution to rescue Jedediah and Octavius after they are accidentally shipped there along with a few artefacts.,0.6,0.44,,Night at the Museum: Battle of the Smithsonian-2009
Batman,1989,0.86,0.9,514.0,"Batman, a masked vigilante from Gotham City, fights against evil to keep its citizens safe. He must battle Jack Napier, who turns into the Joker and threatens to take over Gotham City.",0.75,0.71,0.69,Batman-1989
The Bodyguard,1992,0.83,0.9199999999999999,257.0,"Rachel, a singer and an actor, receives death threats from an obsessive stalker. However, things turn chaotic when she hires Frank, an ex-Secret Service agent, to be her bodyguard and falls for him.",0.63,0.34,,The Bodyguard-1992
Pacific Rim,2013,0.86,0.9400000000000001,1344.0,"The government assumes the Jaegers, robotic war machines battling the Kaijus, to be ineffective. However, Stacker Pentecost's team believes that only the Jaegers can save the world from destruction.",0.6900000000000001,0.72,,Pacific Rim-2013
The Mummy,2017,0.75,0.74,845.0,"After Sergeant Nick and Corporal Chris call an air strike on an enemy stronghold, they stumble upon the tomb of Princess Ahmanet. The princess is set free and Nick has to fight for his life.",0.54,0.16,,The Mummy-2017
Ice Age: Collision Course,2016,0.82,0.8,495.0,"Scrat accidentally sets off an asteroid to Earth while trying to get his acorn. However, Manny, Sid and Diego must join forces with Buck to prevent the asteroid from wiping out their existence.",0.5700000000000001,0.18,0.34,Ice Age: Collision Course-2016
Twilight,2008,0.88,0.9,4755.0,"When Bella Swan relocates to Forks, Washington, to live with her father, she meets a mysterious boy, Edward Cullen, and gets drawn to him. Later, she discovers that he is a vampire.",0.52,0.49,0.56,Twilight-2008
Signs,2002,0.85,0.86,463.0,Father Graham Hess and his family migrate to a farmhouse that later becomes the site of strange crop circles that suggest the existence of alien life.,0.67,0.74,,Signs-2002
X2: X-Men United,2003,0.86,0.8800000000000001,257.0,"Nightcrawler, a mutant, tries to murder the president of the United States. Meanwhile, when William Stryker attacks Professor X's school, his mutant students team up to thwart his evil plans.",0.74,0.85,,X2: X-Men United-2003
Alita: Battle Angel,2019,0.89,0.9400000000000001,4002.0,"Alita, a battle cyborg, is revived by Ido, a doctor, who realises that she actually has the soul of a teenager. Alita then sets out to learn about her past and find her true identity.",0.73,0.61,,Alita: Battle Angel-2019
The Mummy: Tomb of the Dragon Emperor,2008,0.82,0.64,198.0,"After being asked to visit China with a precious relic, which can bring people back from the dead, Alex O'Connell discovers an ancient tomb and accidentally resurrects a mummy.",0.52,0.12,,The Mummy: Tomb of the Dragon Emperor-2008
Prometheus,2012,0.85,0.8,960.0,"After a clue to mankind's origins is discovered, explorers are sent to the darkest corner of the universe. Their different expectations take a toll on them when they find something unimaginable.",0.7,0.73,,Prometheus-2012
Gone with the Wind,1939,0.86,0.9,969.0,American classic in which a manipulative woman and a roguish man carry on a turbulent love affair in the American south during the Civil War and Reconstruction.,0.8099999999999999,0.9,,Gone with the Wind-1939
Mamma Mia! Here We Go Again,2018,0.89,0.8400000000000001,616.0,Sophie Sheridan learns more about her mother Donna's history on the island of Kalokairi with her three possible fathers as she reopens the family hotel.,0.6599999999999999,0.79,0.6,Mamma Mia! Here We Go Again-2018
TRON: Legacy,2010,0.85,0.9400000000000001,757.0,"Sam misses his father, a virtual world designer, and enters a virtual space that has become much more dangerous than his father intended. Now, both father and son embark upon a life-and-death journey.",0.6799999999999999,0.51,0.49,TRON: Legacy-2010
Mission: Impossible III,2006,0.9,0.8800000000000001,229.0,"IMF agent Ethan Hunt is called out of retirement to rescue one of his students and confront Owen Davian, a ruthless arms dealer, who has kidnapped Julia Meade, Ethan's wife.",,,,Mission: Impossible III-2006
Snow White and the Huntsman,2012,0.8,0.8400000000000001,375.0,"Queen Ravenna, an evil woman, tasks Eric, a huntsman, with murdering Snow White, her stepdaughter. Instead of killing her, he ends up becoming her protector.",0.61,0.49,,Snow White and the Huntsman-2012
Grease,1978,0.87,0.9199999999999999,839.0,"While vacationing in Australia, Danny and Sandy indulge in a passionate love affair with each other. They part ways believing they will not see each other again but fate has other plans.",0.72,0.76,0.7,Grease-1978
Toy Story,1995,0.91,0.9199999999999999,1392.0,"Andy's favourite toy, Woody, is worried that after Andy receives his birthday gift, a new toy called Buzz Lightyear, his importance may get reduced. He thus hatches a plan to eliminate Buzz.",0.8300000000000001,1.0,,Toy Story-1995
Solo: A Star Wars Story,2018,0.83,0.78,1261.0,"In a galaxy where hyperfuel is in high demand, Han Solo gets involved in a large-scale heist within the criminal underworld and meets individuals who change his life.",0.6900000000000001,0.7,,Solo: A Star Wars Story-2018
The Wolf of Wall Street,2013,0.92,0.9,2622.0,"Introduced to life in the fast lane through stockbroking, Jordan Belfort takes a hit after a Wall Street crash. He teams up with Donnie Azoff, cheating his way to the top as his relationships slide.",0.82,0.79,,The Wolf of Wall Street-2013
Superman Returns,2006,0.65,0.8,307.0,"Upon his return to Earth, Superman must deal with heartbreak and put his powers to test once again to stop his greatest arch-nemesis, Lex Luthor, from gaining complete control of the world.",0.6,0.75,,Superman Returns-2006
Robin Hood: Prince of Thieves,1991,0.88,0.86,157.0,Robin decides to avenge his father who was murdered by Sheriff Nottingham. He joins forces with Little John's band of thieves to overcome the evils of the sheriff.,0.6900000000000001,0.52,0.51,Robin Hood: Prince of Thieves-1991
Indiana Jones and the Raiders of the Lost Ark,1981,0.92,0.82,950.0,"Archaeology professor Indiana Jones ventures to seize a biblical artefact known as the Ark of the Covenant. While doing so, he puts up a fight against Renee and a troop of Nazis.",0.8400000000000001,0.95,,Indiana Jones and the Raiders of the Lost Ark-1981
Independence Day: Resurgence,2016,0.73,0.6,543.0,"Twenty years after an alien invasion, the Earth is again attacked by the same species. This time, a few fearless men and women take on the responsibility to save the planet.",0.52,0.3,0.32,Independence Day: Resurgence-2016
Live Free or Die Hard,2007,0.87,0.86,171.0,"The Director of FBI's Cyber Crime Division assigns John McClane the task of tracking down a hacker. John ends up working with Thomas, an ethical hacker who helps him deal with the cyber criminals.",0.71,0.82,,Live Free or Die Hard-2007
Monster Hunt,2015,0.84,0.9199999999999999,85.0,"When a monster queen gives birth to a cute prince, the child faces an immediate threat from other fantastic creatures and the humans who hunt them.",0.61,0.66,0.53,Monster Hunt-2015
Godzilla: King of the Monsters,2019,0.88,0.86,3797.0,"The members of Monarch, a crypto-zoological organisation, must rely on Godzilla and Mothra to defeat King Ghidorah and Rodan, after the former awakens other dormant Titans to destroy the world.",0.6,0.42,0.48,Godzilla: King of the Monsters-2019
Home,2015,0.83,0.9199999999999999,1439.0,"Oh, a loveable misfit alien who is on the run from his own alien race, takes shelter on planet Earth and befriends Tip, an adventurous young girl who is on a quest to find her displaced mother Lucy.",0.6599999999999999,0.52,0.55,Home-2015
Star Trek,2009,0.89,0.9,385.0,"James Kirk, a brash young man, and Spock, an alien with human and Vulcan blood, join the crew of the USS Enterprise to combat Nero, a member of the Romulan race who wants to destroy multiple planets.",0.79,0.94,0.82,Star Trek-2009
1917,2019,0.92,0.8800000000000001,13154.0,"Two soldiers, assigned the task of delivering a critical message to another battalion, risk their lives for the job in order to prevent them from stepping right into a deadly ambush.",0.8300000000000001,0.89,0.78,1917-2019
Happy Feet,2006,0.8,0.8400000000000001,284.0,"Unlike other penguins, Mumble is a gifted tap dancer, which earns him the wrath of the elders of his clan, who send him in exile. Mumble then befriends the Amigos, who help him rediscover himself.",0.64,0.76,0.77,Happy Feet-2006
Cars 3,2017,0.85,0.8,1093.0,"Lighting McQueen, a legendary racer, is overcome by new generation racers. He sets out to prove that he is the best racer in the world with the help of Cruz Ramirez.",0.67,0.69,,Cars 3-2017
Ice Age,2002,0.88,0.9199999999999999,833.0,"Manny the mammoth, Sid the loquacious sloth, and Diego the sabre-toothed tiger go on a comical quest to return a human baby back to his father, across a world on the brink of an ice age.",0.75,0.77,0.61,Ice Age-2002
Back to the Future,1985,0.95,0.9800000000000001,2784.0,"Marty travels back in time using an eccentric scientist's time machine. However, he must make his high-school-aged parents fall in love in order to return to the present.",0.85,0.96,0.87,Back to the Future-1985
Fifty Shades Darker,2017,0.79,0.8800000000000001,602.0,"Christian Grey starts getting nightmares after Anastasia Steele leaves him. While he tries to get her back into his life, Jack Hyde, Ana's editor, and Leila, a former submissive, create problems.",0.45999999999999996,0.11,0.33,Fifty Shades Darker-2017
Monsters vs. Aliens,2009,0.79,0.86,322.0,"After getting hit by a meteorite, Susan Murphy turns into a giant on her wedding day. She is then made a part of the monster team to defeat an evil alien named Gallaxhar from destroying the earth.",0.64,0.73,,Monsters vs. Aliens-2009
Black Widow,2021,0.88,0.82,17390.0,"Natasha Romanoff, a former KGB spy, is shocked to find out that her ex handler, General Dreykov, is still alive. While evading capture by Taskmaster, she is forced to confront her dark past.",0.67,0.79,0.67,Black Widow-2021
Godzilla,1998,0.7,0.7,620.0,"A giant, mutated lizard goes on a rampage across New York City after attacking a freighter in the Pacific. The disastrous event brings together a team of unlikely heroes who must save the day.",0.54,0.15,0.32,Godzilla-1998
True Lies,1994,0.92,0.9,237.0,A secret agent's life takes a shocking turn when he learns about his wife's extramarital affair. He must now not only save the world but also save his own marriage.,0.72,0.71,,True Lies-1994
Slumdog Millionaire,2008,0.93,0.9400000000000001,996.0,"A teenager from the slums of Mumbai becomes a contestant on the show 'Kaun Banega Crorepati?' When interrogated under suspicion of cheating, he revisits his past, revealing how he had all the answers.",0.8,0.91,,Slumdog Millionaire-2008
Taken 2,2012,0.87,0.86,194.0,"Bryan Mills, a former CIA agent, and his ex-wife, Lenore, are taken hostage by a ruthless gang in Albania. However, his daughter Kim helps Bryan break free and rescue Lenore.",0.63,0.22,,Taken 2-2012
G.I. Joe: Retaliation,2013,0.7,0.8400000000000001,192.0,"The Joes are declared traitors by Zartan, and the Cobra Commander now has all the world leaders under his control. With nowhere to go, the remaining Joes turn to their original leader, General Colton.",0.58,0.29,,G.I. Joe: Retaliation-2013
Mad Max: Fury Road,2015,0.92,0.9199999999999999,1958.0,: ,0.8099999999999999,0.97,0.9,Mad Max: Fury Road-2015
Spider-Man: Into the Spider-Verse,2018,,0.96,4795.0,"After gaining superpowers from a spider bite, Miles Morales protects the city as Spider-Man. Soon, he meets alternate versions of himself and gets embroiled in an epic battle to save the multiverse.",0.8400000000000001,0.97,,Spider-Man: Into the Spider-Verse-2018
Once Upon a Time... In Hollywood,2019,,0.64,9908.0,"Rick, a washed-out actor, and Cliff, his stunt double, struggle to recapture fame and success in 1960s Los Angeles. Meanwhile, living next door to Rick is Sharon Tate and her husband Roman Polanski.",0.76,0.85,0.83,Once Upon a Time... In Hollywood-2019
The Adventures of Tintin,2011,0.86,0.9400000000000001,624.0,"Tintin, a young reporter, buys the model of a ship and is intrigued when his dog shows him a scroll after the toy breaks. He tells Captain Haddock and they embark on an adventure to find a shipwreck.",0.73,0.74,,The Adventures of Tintin-2011
Batman Begins,2005,0.86,0.9400000000000001,1617.0,"After witnessing his parents' death, Bruce learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",0.82,0.84,0.7,Batman Begins-2005
Dune,2021,,,,: ,0.82,0.82,0.74,Dune-2021
Penguins of Madagascar,2014,0.86,0.9400000000000001,593.0,"Skipper, Kowalski, Rico and Private band together with a secretive crime-fighting organisation called The North Wind to thwart Dr Octavius Brine's plan to destroy the penguin population of the world.",0.67,0.73,0.53,Penguins of Madagascar-2014
X-Men Origins: Wolverine,2009,0.79,0.82,403.0,"After years of working as a mutant mercenary, Logan lives a quiet life with his girlfriend, Kayla. However, a figure from his past brutally assassinates Kayla, compelling Logan to seek vengeance.",0.6599999999999999,0.37,,X-Men Origins: Wolverine-2009
The Golden Compass,2007,0.77,0.86,314.0,"Lyra Belacqua is a young orphan who journeys to the far North, accompanied by Gyptians and an armoured bear. She is on a mission to rescue her best friend and other kidnapped children.",,,,The Golden Compass-2007
Fifty Shades Freed,2018,0.83,0.86,865.0,"Believing they've left behind the shadowy figures from the past, billionaire Christian Grey and his new wife Anastasia fully embrace their inextricable connection and shared life of luxury. But just as the Greys begin to step into their new roles, sinister events come to light and jeopardise their happy ending before it even begins.",0.45,0.11,0.31,Fifty Shades Freed-2018
Hitch,2005,0.87,0.9,245.0,"Alex 'Hitch' Hitchens, a professional dating expert, helps men woo the women of their dreams. However, a gossip columnist soon begins to challenge everything he thinks he knows about romance.",0.6599999999999999,0.69,,Hitch-2005
Terminator Salvation,2009,0.81,0.8,401.0,"John Connor finds out about Skynet's new project, a powerful new model, T-800, that can wipe out the human race. Subsequently, he decides to lead an army against these destructive machines.",0.65,0.33,,Terminator Salvation-2009
Captain America: The First Avenger,2011,0.85,0.9,1781.0,"During World War II, Steve Rogers decides to volunteer in an experiment that transforms his weak body. He must now battle a secret Nazi organisation headed by Johann Schmidt to defend his nation.",0.6900000000000001,0.8,0.66,Captain America: The First Avenger-2011
Edge of Tomorrow,2014,0.86,0.96,1711.0,"With the help of warrior Rita Vrataski, Major William Cage has to save Earth and the human race from an alien species, after being caught in a time loop.",0.79,0.91,,Edge of Tomorrow-2014
There's Something About Mary,1998,0.86,0.8400000000000001,158.0,"Ted, a geek, attempts to track down his high-school sweetheart Mary and hires a private detective to know her whereabouts. He soon realises that he has to compete with others in order to impress her.",0.71,0.83,,There's Something About Mary-1998
Gone Girl,2014,0.84,0.8400000000000001,2147.0,"Nick Dunne discovers that the entire media focus has shifted on him when his wife, Amy Dunne, mysteriously disappears on the day of their fifth wedding anniversary.",0.8099999999999999,0.87,,Gone Girl-2014
The Fugitive,1993,0.9,0.9199999999999999,252.0,"Dr Richard Kimble is falsely charged with killing his wife. When Deputy Marshal Samuel Gerard pursues him after he escapes from prison, Richard realises that he cannot trust anybody.",0.78,0.96,,The Fugitive-1993
Jurassic Park III,2001,0.87,0.82,608.0,"Paul and Amanda Kirby, a wealthy couple, offer research funding to Alan Grant, a doctor, on the condition that he accompanies them to find their missing son on a deadly island.",0.5900000000000001,0.49,0.42,Jurassic Park III-2001
My Big Fat Greek Wedding,2002,0.9,0.9,120.0,"Toula, a Greek woman trying to come to terms with her heritage, falls in love with a non-Greek man, and has to convince her family to accept him.",0.6599999999999999,0.76,,My Big Fat Greek Wedding-2002
Eternals,2021,0.79,0.6799999999999999,21622.0,"The Eternals, a race of immortal beings with superhuman powers who have secretly lived on Earth for thousands of years, reunite to battle the evil Deviants.",0.6799999999999999,0.48,0.52,Eternals-2021
Die Hard with a Vengeance,1995,0.93,0.9199999999999999,179.0,"John McClane must enlist the help of Zeus Carver, a local shop owner, to stop Simon, a former colonel from East Germany, from detonating bombs across New York.",0.76,0.59,,Die Hard with a Vengeance-1995
Shazam!,2019,0.78,0.86,2503.0,"After being abandoned at a fair, Billy constantly searches for his mother. His life, however, takes a huge turn when he inherits the superpowers of a powerful wizard.",0.7,0.9,0.71,Shazam!-2019
The Nun,2018,0.81,0.74,1771.0,"A priest and a novice arrive in Romania to investigate the death of a young nun. However, things take an ugly turn after they encounter a supernatural force.",0.53,0.24,0.46,The Nun-2018
Alvin and the Chipmunks,2007,0.83,0.8800000000000001,386.0,"Dave Seville teams up with three musically-inclined chipmunks in order to make a mark in the industry. However, Ian Hawk, a greedy record producer, tries to split the group and exploit the chipmunks.",0.52,0.28,,Alvin and the Chipmunks-2007
Notting Hill,1999,0.9,0.9199999999999999,867.0,"William, a British bookseller, meets and falls in love with Anna, a high-profile American actress. However, their relationship goes through many problems due to their different social statuses.",0.71,0.83,,Notting Hill-1999
Tenet,2020,0.86,0.78,27630.0,"When a few objects that can be manipulated and used as weapons in the future fall into the wrong hands, a CIA operative, known as the Protagonist, must save the world.",0.74,0.7,,Tenet-2020
A Bug's Life,1998,0.84,0.8400000000000001,490.0,"Flik, an inventor, leads an army of ants against a group of grasshoppers who steal their food every year. He also enlists a troop of circus bugs to help him.",0.72,0.92,,A Bug's Life-1998
Night at the Museum: Secret of the Tomb,2014,0.86,0.8800000000000001,125.0,The tablet that brings Larry Daley's friends at the museum to life at night has started decaying. Larry embarks on an adventurous journey in order to prevent the tablet's magic from disappearing.,0.62,0.47,0.47,Night at the Museum: Secret of the Tomb-2014
Ocean's Twelve,2004,0.85,0.8,51.0,"Within two weeks, Danny Ocean and his associates must return the money they swindled from a Las Vegas casino tycoon, Terry Benedict, or Terry will kill them.",0.65,0.54,0.58,Ocean's Twelve-2004
Planet of the Apes,2001,0.79,0.78,134.0,"A space detour lands Leo, an astronaut, on a planet where talking apes rule over a planet of humans. He teams up with a rebel chimpanzee and a few humans in order to end the terror-ridden rule.",0.5700000000000001,0.44,,Planet of the Apes-2001
The Hangover Part III,2013,0.87,0.86,250.0,"The Wolfpack decides to help Alan after he faces a major crisis in his life. However, when one of them is kidnapped by a gangster in exchange for Chow, a prisoner on the run, they must find him.",0.58,0.2,,The Hangover Part III-2013
The World Is Not Enough,1999,0.88,0.8400000000000001,126.0,"Bond is entrusted with the responsibility of protecting the daughter of an oil tycoon. While on his mission, he learns about an even more dangerous plot.",0.64,0.52,0.57,The World Is Not Enough-1999
Monster Hunt 2,2018,0.9,0.8800000000000001,65.0,"Wuba is separated from his parents and ventures out into the monster world. He teams up with Tu Sigu, a gambler, when he realises that the evil forces are out to kill him.",0.54,0.5,,Monster Hunt 2-2018
